Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Planet_radius,Planet_mass,Temperature_day_K,Temperature_equilibrium_K,log10_gravity,Period,Transit_Duration,K_magnitude_brightness,Distance,Effective_temperature_star,log10_gravity_star,Transit_Flag,Catalog_Name
KOI 2222.01,0.006,0.005,0.003,1.25,1,1984,1668,3.202,34.1357,9.12,11.9,,7818,3.365,TRUE,exoplanets.org
KOI 2224.02,0,0,0.001,0.13,0.011827,509,428,3.232,86.1305,3.321,13.3,,5830,4.54,TRUE,exoplanets.org
KOI 2226.01,0,0,0.004,0.22,0.020438,1047,880,3.004,8.4635,1.4078,13.4,,5427,4.495,TRUE,exoplanets.org
KOI 2229.01,0,0,0.004,0.23,0.020823,902,758,3.002,14.8334,3.927,14.1,,5570,4.471,TRUE,exoplanets.org
KOI 2232.01,0,0,0.004,0.35,0.050189,494,415,3.019,101.1323,4.366,13.6,,5492,4.389,TRUE,exoplanets.org
KOI 2232.02,0,0,0.002,0.15,0.013031,982,826,3.132,12.8349,2.092,13.6,,5492,4.389,TRUE,exoplanets.org
KOI 2237.01,0,0,0.003,0.25,0.024726,591,497,2.989,76.4215,7.218,13.6,,5561,4.263,TRUE,exoplanets.org
KOI 2241.01,0,0,0.003,0.21,0.018097,1344,1130,3.024,7.1652,1.705,13.7,,6174,4.417,TRUE,exoplanets.org
KOI 2243.03,0,0,0.003,0.41,0.071343,937,788,3.031,31.4453,1.758,13.3,,6172,4.198,TRUE,exoplanets.org
KOI 2248.01,0,0,0.002,0.12,0.007849,1378,1159,3.16,2.8181,1.763,13.6,,5167,4.555,TRUE,exoplanets.org
KOI 2248.02,0,0,0.002,0.09,0.003744,915,769,3.024,9.4908,2.713,13.6,,5290,4.604,TRUE,exoplanets.org
KOI 2248.03,0.001,0,0.003,0.1,0.004136,2132,1793,3.043,0.762,1.282,13.6,,5167,4.555,TRUE,exoplanets.org
KOI 2248.04,0,0,0.003,0.09,0.003035,1407,1183,2.984,2.6462,1.407,13.6,,5167,4.555,TRUE,exoplanets.org
KOI 2250.01,0.001,0.002,0.008,0.28,0.030942,1329,1118,2.987,2.9354,1.5043,13.4,,4922,4.505,TRUE,exoplanets.org
KOI 2250.02,0.003,0.001,0.005,0.16,0.013246,2220,1867,3.124,0.6263,1.1812,13.4,,4922,4.505,TRUE,exoplanets.org
KOI 2257.02,0,0,0.002,0.16,0.013613,522,439,3.112,59.2841,5.42,13.8,,5225,4.505,TRUE,exoplanets.org
KOI 2259.01,0,0,0.003,0.22,0.019818,992,834,3.009,12.1914,1.8832,13.6,,5516,4.399,TRUE,exoplanets.org
KOI 2261.02,0,0,0.005,0.08,0.00216,1077,905,2.919,6.6255,2.358,12.2,,5211,4.5,TRUE,exoplanets.org
KOI 2263.01,0,0,0.003,0.17,0.014384,838,704,3.089,29.9686,6.678,13.1,,6249,4.428,TRUE,exoplanets.org
KOI 2263.03,0,0,0.003,0.1,0.004136,1041,876,3.043,15.5944,7.367,13.1,,6249,4.428,TRUE,exoplanets.org
KOI 2264.02,0,0,0.004,0.08,0.002247,1049,882,2.927,7.251,2.799,12.7,,5382,4.571,TRUE,exoplanets.org
KOI 227.01,0,0,0.023,0.22,0.019696,455,383,3.009,17.6574,3.509,11.5,,3745,4.784,TRUE,exoplanets.org
KOI 2288.01,0,0,0.007,0.36,0.056991,593,498,3.028,38.1039,3.837,13.5,,5250,4.522,TRUE,exoplanets.org
KOI 2290.01,0,0,0.004,0.16,0.013688,403,339,3.11,91.5009,4.842,12.5,,5051,4.628,TRUE,exoplanets.org
KOI 2291.01,0,0,0.004,0.24,0.022743,602,506,2.994,44.2993,4.298,13.3,,5316,4.459,TRUE,exoplanets.org
KOI 2293.01,0,0,0.003,0.15,0.01282,870,731,3.14,15.0337,3.272,13,,5523,4.526,TRUE,exoplanets.org
KOI 2294.01,0,0,0.003,0.27,0.028566,521,438,2.986,131.4852,5.294,13.3,,5765,4.236,TRUE,exoplanets.org
KOI 2295.01,0,0,0.018,0.05,0.000319,809,680,2.565,16.2909,3.176,9.7,,5425,4.549,TRUE,exoplanets.org
KOI 2297.01,0,0,0.003,0.12,0.009594,1571,1321,3.196,4.645,3.366,12.8,,6047,4.343,TRUE,exoplanets.org
KOI 2298.01,0,0,0.011,0.06,0.000891,610,513,2.753,16.6671,3.526,11.7,,4729,4.726,TRUE,exoplanets.org
KOI 2298.03,0,0,0.021,0.03,9.2e-05,1152,969,2.345,2.4724,1.87,11.7,,4729,4.726,TRUE,exoplanets.org
KOI 2299.01,0.001,0.019,0.057,2.45,1,988,831,2.616,16.4869,1.431,13.8,,6090,4.447,TRUE,exoplanets.org
KOI 2303.02,0,0,0.003,0.16,0.013763,1461,1229,3.107,8.9348,2.579,12.4,,6688,4.304,TRUE,exoplanets.org
KOI 2305.01,0,0,0.003,0.24,0.022173,729,613,2.996,31.0326,3.476,14.1,,5841,4.52,TRUE,exoplanets.org
KOI 2307.01,,,,0.27,0.028566,,1072,,4.1503,1.2058,13,,5290,4.519,FALSE,exoplanets.org
KOI 2310.01,0,0,0.003,0.16,0.013688,837,704,3.11,16.4582,1.9637,13.1,,5475,4.521,TRUE,exoplanets.org
KOI 2311.01,,,,,,,,,191.8642,4.9,11,,,,TRUE,exoplanets.org
KOI 2311.02,,,,,,,,,13.7255,7.62,11,,,,TRUE,exoplanets.org
KOI 2312.01,0,0,0.003,0.21,0.018875,657,552,3.016,176.3313,13.89,11.3,,6146,3.8,TRUE,exoplanets.org
KOI 2315.01,0,0,0.002,0.16,0.013246,659,555,3.124,22.1334,2.049,13.6,,5165,4.633,TRUE,exoplanets.org
KOI 2319.01,0,0,0.002,0.14,0.011879,934,785,3.182,21.1033,2.059,12.1,,6000,4.363,TRUE,exoplanets.org
KOI 232.05,0,0,0.004,0.2,0.01716,705,593,3.035,56.2591,8.114,12.8,,6038,4.284,TRUE,exoplanets.org
KOI 2321.01,0,0,0.003,0.21,0.018761,548,461,3.017,95.6115,7.489,13.4,,6002,4.424,TRUE,exoplanets.org
KOI 2321.02,0,0,0.001,0.13,0.010799,757,637,3.216,36.2531,4.73,13.4,,6002,4.424,TRUE,exoplanets.org
KOI 2323.01,,,,,,,,,58.3551,8.45,13.4,,,,TRUE,exoplanets.org
KOI 2324.01,0.001,0,0.001,0.14,0.011814,2225,1871,3.185,1.2047,0.823,14.5,,5780,4.438,TRUE,exoplanets.org
KOI 2325.01,0.002,0.001,0.004,0.14,0.011944,1977,1663,3.179,1.0259,0.8069,12.3,,5123,4.501,TRUE,exoplanets.org
KOI 2327.02,0,0,0.002,0.12,0.009828,574,483,3.2,46.3317,4.514,13.5,,5477,4.571,TRUE,exoplanets.org
KOI 2329.01,0,0.001,0.006,0.12,0.009364,1047,880,3.191,1.6154,1.1435,12.7,,3821,4.755,TRUE,exoplanets.org
KOI 2332.01,0.001,0.001,0.005,0.11,0.006683,1727,1453,3.131,3.7006,5.408,11.2,,5423,4.105,TRUE,exoplanets.org
KOI 2339.02,,,,,,,,,65.187,5.44,12.8,,,,TRUE,exoplanets.org
KOI 2351.01,0,0,0.003,0.15,0.012681,1039,873,3.146,10.2738,3.252,13.3,,5806,4.528,TRUE,exoplanets.org
KOI 2352.03,0.001,0.001,0.003,0.13,0.012363,1803,1516,3.239,8.2563,2.0378,9.5,,6197,3.837,TRUE,exoplanets.org
KOI 2353.01,0,0.001,0.005,0.21,0.019105,1118,940,3.014,5.1867,0.8023,13.1,,5230,4.594,TRUE,exoplanets.org
KOI 2354.01,1.291,0.554,0.807,3.6,1,2284,1921,2.282,1.1512,1.272,12.9,,6086,4.511,TRUE,exoplanets.org
KOI 2357.01,0.001,0.001,0.003,0.2,0.017672,2102,1767,3.029,2.4209,2.812,13.9,,5583,4.077,TRUE,exoplanets.org
KOI 2357.02,0,0,0.002,0.34,0.047579,1122,943,3.013,15.9042,2.093,13.9,,5583,4.077,TRUE,exoplanets.org
KOI 2358.01,0,0,0.004,0.4,0.067521,885,744,3.03,56.4932,8.704,12.3,,6160,3.976,TRUE,exoplanets.org
KOI 2361.01,0,0,0.003,0.18,0.015736,1367,1149,3.058,5.7839,1.3966,13.5,,6063,4.476,TRUE,exoplanets.org
KOI 2363.01,0,0,0.006,0.09,0.002822,1328,1117,2.97,3.1388,1.6663,12.3,,5242,4.556,TRUE,exoplanets.org
KOI 2367.01,0,0,0.002,0.12,0.008914,1531,1287,3.183,6.8921,1.725,11.3,,6164,4.227,TRUE,exoplanets.org
KOI 2369.02,0,0,0.001,0.12,0.008694,1315,1106,3.178,6.3143,2.796,14.3,,6075,4.486,TRUE,exoplanets.org
KOI 2369.03,0,0,0.002,0.11,0.007447,1257,1057,3.151,7.2274,4.967,14.3,,6075,4.486,TRUE,exoplanets.org
KOI 2370.01,0,0.001,0.005,0.69,0.203211,989,832,3.022,78.7327,5.041,11.8,,6715,3.754,TRUE,exoplanets.org
KOI 2373.01,0,0,0.003,0.2,0.017777,460,386,3.027,147.2812,7.375,13.1,,5708,4.365,TRUE,exoplanets.org
KOI 2377.01,0,0,0.003,0.14,0.011814,839,706,3.185,13.9034,3.408,12.7,,5261,4.523,TRUE,exoplanets.org
KOI 238.03,0,0,0.002,0.17,0.01479,385,323,3.079,362.9783,14.083,12.7,,6086,4.274,TRUE,exoplanets.org
KOI 2380.01,0,0,0.002,0.14,0.012075,1287,1082,3.172,6.3571,1.324,12.7,,5982,4.493,TRUE,exoplanets.org
KOI 2386.01,0.005,0.049,0.128,2.54,1,1076,904,2.586,16.2707,5.707,13.4,,6117,4.315,TRUE,exoplanets.org
KOI 239.02,0,0,0.002,0.14,0.012274,1695,1426,3.163,3.6228,2.7868,13.3,,5794,4.282,TRUE,exoplanets.org
KOI 2393.01,0,0,0.004,0.12,0.008265,1102,927,3.169,4.603,2.6848,12.7,,4821,4.529,TRUE,exoplanets.org
KOI 2393.02,0.002,0.001,0.005,0.11,0.006321,2004,1685,3.121,0.7667,1.2638,12.7,,4821,4.529,TRUE,exoplanets.org
KOI 2398.01,,,,8.2,1,,4120,,1.169,1.1717,12.3,,5944,3.25,FALSE,exoplanets.org
KOI 2400.01,0,0,0.003,0.2,0.017059,983,827,3.037,11.6192,1.819,14,,5870,4.56,TRUE,exoplanets.org
KOI 2401.01,0,0,0.004,0.13,0.011557,467,392,3.198,38.2292,3.893,12.5,,4544,4.656,TRUE,exoplanets.org
KOI 2404.01,0.001,0.001,0.003,0.15,0.012476,1792,1507,3.154,2.1008,2.8182,14.1,,5815,4.5,TRUE,exoplanets.org
KOI 2410.01,,,,,,,,,186.6544,10.51,13.5,,,,FALSE,exoplanets.org
KOI 2410.02,,,,,,,,,86.5932,7.98,13.5,,,,FALSE,exoplanets.org
KOI 2411.01,0,0.001,0.007,0.29,0.03221,1051,884,2.988,11.9641,4.526,13.8,,5903,4.437,TRUE,exoplanets.org
KOI 2415.01,0,0,0.004,0.19,0.016192,1422,1196,3.05,5.2542,2.9878,14,,6123,4.472,TRUE,exoplanets.org
KOI 2416.01,0,0,0.002,0.16,0.013319,1315,1106,3.122,5.9061,2.409,13.8,,5966,4.493,TRUE,exoplanets.org
KOI 2417.01,0,0,0.007,0.26,0.026049,451,379,2.987,47.7053,5.959,13.4,,4551,4.609,TRUE,exoplanets.org
KOI 2420.02,0,0,0.002,0.1,0.004003,1402,1179,3.037,5.4676,3.283,13.2,,5557,4.288,TRUE,exoplanets.org
KOI 2421.01,0,0,0.014,0.05,0.000386,1174,987,2.6,2.2705,1.903,12.3,,4671,4.721,TRUE,exoplanets.org
KOI 2421.02,0,0,0.013,0.04,0.000243,971,816,2.516,4.0232,2.162,12.3,,4671,4.721,TRUE,exoplanets.org
KOI 2422.02,0,0,0.003,0.17,0.014147,527,444,3.096,57.3888,3.543,13,,5242,4.512,TRUE,exoplanets.org
KOI 2433.03,0,0,0.004,0.26,0.02622,696,585,2.987,56.4148,8.075,13.8,,6325,4.409,TRUE,exoplanets.org
KOI 2433.04,0,0,0.003,0.2,0.016862,880,740,3.039,27.9041,5.346,13.8,,6325,4.409,TRUE,exoplanets.org
KOI 2433.06,0,0,0.002,0.15,0.012408,1499,1261,3.157,6.0633,3.275,13.8,,6308,4.353,TRUE,exoplanets.org
KOI 2435.01,,,,0.23,0.02162,,978,,6.8024,3.817,13.6,,5836,4.561,FALSE,exoplanets.org
KOI 2439.02,0,0,0.001,0.12,0.008265,1360,1144,3.169,7.5018,4.271,14.4,,6321,4.417,TRUE,exoplanets.org
KOI 2445.01,0,0.002,0.009,1.07,1,625,525,3.337,47.3659,7.929,14,,5708,4.482,TRUE,exoplanets.org
KOI 2449.01,0,0,0.005,0.3,0.036848,616,518,2.994,53.358,6.812,13.5,,5481,4.369,TRUE,exoplanets.org
KOI 2449.02,0.001,0,0.002,0.13,0.011565,2391,2011,3.228,0.9124,1.072,13.5,,5481,4.369,TRUE,exoplanets.org
KOI 245.04,,,,,,,,,51.2069,8.99,7.9,,,,TRUE,exoplanets.org
KOI 2450.02,0,0,0.002,0.1,0.0047,1191,1001,3.067,7.1931,2.935,13.2,,5518,4.4,TRUE,exoplanets.org
KOI 2453.01,0,0,0.016,0.07,0.001691,791,665,2.873,1.5305,0.5945,12.4,,3462,5.004,TRUE,exoplanets.org
KOI 2462.01,0,0.001,0.005,0.16,0.013174,1426,1199,3.127,12.1468,6.197,10.4,,5877,3.927,TRUE,exoplanets.org
KOI 2467.01,0,0,0.004,0.1,0.005153,1364,1147,3.084,5.0566,3.926,13,,5926,4.506,TRUE,exoplanets.org
KOI 2469.01,0,0,0.005,0.21,0.018425,369,311,3.02,131.1879,6.905,12.7,,4898,4.518,TRUE,exoplanets.org
KOI 247.01,0,0,0.014,0.17,0.014384,508,427,3.089,13.815,2.3244,11.1,,3732,4.736,TRUE,exoplanets.org
KOI 2471.01,0,0,0.003,0.15,0.012544,704,592,3.152,25.8859,4.548,12.7,,5190,4.446,TRUE,exoplanets.org
KOI 2474.01,0,0.002,0.446,3.75,1,378,318,2.246,176.8457,3.812,12.4,,5592,4.541,TRUE,exoplanets.org
KOI 2477.01,0,0,0.003,0.24,0.022456,1069,899,2.995,14.0263,1.2808,13.1,,5970,4.355,TRUE,exoplanets.org
KOI 2479.01,0,0,0.005,0.19,0.0161,1004,844,3.052,25.5434,8.567,11.1,,5422,3.945,TRUE,exoplanets.org
KOI 2480.01,0.001,0.001,0.005,0.13,0.012363,1537,1292,3.239,0.6668,0.7847,12.9,,3993,4.696,TRUE,exoplanets.org
KOI 2481.01,,,,1.42,1,,1450,,33.8543,12.689,11.1,,4553,2.605,FALSE,exoplanets.org
KOI 2486.01,0,0,0.003,0.13,0.010551,1782,1498,3.212,4.268,1.3427,11.7,,6395,4.275,TRUE,exoplanets.org
KOI 2489.01,0,0.001,0.004,0.16,0.013688,1396,1174,3.11,3.9245,3.691,14.1,,5776,4.554,TRUE,exoplanets.org
KOI 2490.01,0,0,0.003,0.17,0.014147,759,638,3.096,11.6065,2.194,13.6,,4703,4.582,TRUE,exoplanets.org
KOI 2503.01,0,0,0.006,0.09,0.002719,717,603,2.963,14.8201,3.902,11.9,,4825,4.603,TRUE,exoplanets.org
KOI 2504.01,0,0,0.003,0.21,0.018425,812,683,3.02,20.4904,4.369,14.1,,5681,4.524,TRUE,exoplanets.org
KOI 2507.01,0,0,0.002,0.17,0.014545,1096,922,3.085,11.1297,2.942,14.2,,6122,4.487,TRUE,exoplanets.org
KOI 2512.01,0,0,0.004,0.28,0.030736,838,705,2.987,15.9211,1.5443,13.9,,5595,4.57,TRUE,exoplanets.org
KOI 2513.01,0.002,0.03,0.096,2.54,1,986,829,2.585,19.0054,1.843,13.4,,6347,4.423,TRUE,exoplanets.org
KOI 2516.01,0.001,0,0.002,0.13,0.010799,2211,1859,3.216,2.8104,3.874,11.6,,5415,3.868,TRUE,exoplanets.org
KOI 2519.01,0,0.001,0.006,0.2,0.017465,932,784,3.031,4.7909,0.5134,12,,4359,4.601,TRUE,exoplanets.org
KOI 252.01,0,0,0.014,0.24,0.022173,471,396,2.996,17.6046,3.716,12.6,,3744,4.737,TRUE,exoplanets.org
KOI 2521.02,0,0,0.003,0.17,0.014626,1145,963,3.083,4.8663,1.885,13.8,,4996,4.497,TRUE,exoplanets.org
KOI 2522.01,0,0,0.004,0.11,0.006869,1006,846,3.136,5.604,1.0273,11.5,,4847,4.581,TRUE,exoplanets.org
KOI 2523.02,0,0,0.002,0.16,0.013539,1720,1446,3.114,2.6109,1.976,13.9,,5514,4.345,TRUE,exoplanets.org
KOI 2525.01,0,0,0.003,0.17,0.014708,462,388,3.081,57.2932,4.878,13.4,,4806,4.564,TRUE,exoplanets.org
KOI 2527.01,0,0,0.015,0.05,0.000386,1312,1103,2.6,1.3858,1.6449,11.6,,4239,4.667,TRUE,exoplanets.org
KOI 2528.01,0,0,0.004,0.29,0.03376,1009,848,2.99,12.023,1.2667,14,,5982,4.535,TRUE,exoplanets.org
KOI 253.01,0,0.001,0.013,0.24,0.023482,690,580,2.992,6.3832,1.7504,12.3,,3757,4.681,TRUE,exoplanets.org
KOI 253.02,0,0,0.005,0.14,0.011944,467,392,3.179,20.618,3.267,12.3,,3757,4.681,TRUE,exoplanets.org
KOI 2531.01,0,0,0.004,0.17,0.01479,680,572,3.079,17.6997,2.76,13.2,,4807,4.583,TRUE,exoplanets.org
KOI 2532.01,0,0,0.004,0.2,0.017672,989,831,3.029,7.971,1.2893,13.4,,5237,4.572,TRUE,exoplanets.org
KOI 2533.03,0,0,0.003,0.21,0.018875,1168,982,3.016,26.1153,12.54,11.2,,5190,3.63,TRUE,exoplanets.org
KOI 2534.02,0,0,0.002,0.12,0.009828,1589,1336,3.2,5.422,2.952,12.5,,6123,4.263,TRUE,exoplanets.org
KOI 2535.01,0,0,0.009,0.26,0.027274,501,422,2.987,48.8883,6.468,12.8,,4821,4.529,TRUE,exoplanets.org
KOI 2538.01,0,0,0.002,0.13,0.011565,545,459,3.228,39.8313,2.442,12.1,,5026,4.58,TRUE,exoplanets.org
KOI 2542.01,0,0.001,0.019,0.06,0.000764,1104,928,2.725,0.7273,0.8323,12,,3460,4.92,TRUE,exoplanets.org
KOI 2543.01,0.001,0.001,0.003,0.12,0.009364,1748,1470,3.191,1.302,1.3692,13.4,,4948,4.508,TRUE,exoplanets.org
KOI 2547.01,0,0,0.002,0.13,0.012093,1229,1034,3.235,8.9434,2.469,12.6,,6074,4.375,TRUE,exoplanets.org
KOI 2548.01,0.085,0.006,0.002,1.7,1,6714,5646,2.931,0.8272,1.385,12.7,,4452,2.28,TRUE,exoplanets.org
KOI 255.02,0,0,0.007,0.07,0.001134,516,434,2.798,13.6032,2.592,12.1,,3780,4.746,TRUE,exoplanets.org
KOI 2550.01,0,0,0.003,0.18,0.014956,888,747,3.075,18.0243,3.575,13.9,,5955,4.52,TRUE,exoplanets.org
KOI 2551.01,0,0,0.002,0.14,0.011685,698,587,3.192,16.4793,3.312,13.8,,4908,4.618,TRUE,exoplanets.org
KOI 2553.01,0,0,0.004,0.21,0.019105,429,360,3.014,88.0713,6.758,13.7,,4939,4.506,TRUE,exoplanets.org
KOI 2554.01,0,0.001,0.023,1.22,1,422,355,3.219,39.7558,1.958,13,,4405,4.732,TRUE,exoplanets.org
KOI 2554.02,0,0,0.006,0.08,0.002522,663,558,2.949,10.2713,3.029,13,,4405,4.732,TRUE,exoplanets.org
KOI 2559.01,0,0,0.003,0.11,0.006145,1187,998,3.116,9.3099,3.455,12.3,,5806,4.353,TRUE,exoplanets.org
KOI 2560.01,0,0,0.003,0.15,0.012681,706,594,3.146,18.1209,3.781,13.2,,4905,4.536,TRUE,exoplanets.org
KOI 2563.02,0,0,0.004,0.07,0.001487,1490,1253,2.849,6.2614,4.779,12.6,,6384,4.361,TRUE,exoplanets.org
KOI 2564.02,0,0,0.001,0.27,0.027636,1532,1288,2.986,17.6638,6.194,12.6,,5734,3.591,TRUE,exoplanets.org
KOI 2569.01,0,0,0.002,0.12,0.009364,1243,1046,3.191,8.2816,3.1,12.6,,5640,4.288,TRUE,exoplanets.org
KOI 2571.01,0.001,0,0.005,0.09,0.002719,2115,1778,2.963,0.8263,0.9603,12.5,,5218,4.548,TRUE,exoplanets.org
KOI 2572.01,0,0,0.003,0.19,0.016475,1215,1022,3.045,6.3771,1.949,13.9,,5672,4.503,TRUE,exoplanets.org
KOI 2573.01,,,,2.09,1,,1471,,1.3475,1.9817,13.8,,5316,4.585,FALSE,exoplanets.org
KOI 2577.01,0.011,0.005,0.003,1.86,1,2331,1960,2.856,18.5558,5.372,12.4,,5988,2.982,TRUE,exoplanets.org
KOI 2578.01,0.003,0.03,0.072,2.32,1,1060,891,2.665,13.3309,1.426,13.2,,5991,4.394,TRUE,exoplanets.org
KOI 2579.01,0,0,0.002,0.14,0.011685,1890,1589,3.192,2.7296,2.721,13.7,,5887,4.292,TRUE,exoplanets.org
KOI 2579.02,0,0,0.002,0.15,0.012544,1725,1451,3.152,3.5965,2.661,13.7,,5887,4.292,TRUE,exoplanets.org
KOI 2579.03,0,0,0.002,0.14,0.012141,1215,1021,3.169,10.3015,3.903,13.7,,5887,4.292,TRUE,exoplanets.org
KOI 2581.01,0,0,0.005,0.08,0.001915,906,762,2.897,12.7372,3.358,11.8,,5420,4.502,TRUE,exoplanets.org
KOI 2582.01,0,0,0.003,0.18,0.01521,802,674,3.069,40.0306,4.815,12.2,,5855,4.227,TRUE,exoplanets.org
KOI 2583.01,0,0,0.01,0.05,0.000521,1542,1297,2.654,3.0327,1.774,11.1,,5640,4.492,TRUE,exoplanets.org
KOI 2585.03,0,0,0.004,0.07,0.001302,1286,1081,2.824,7.8785,3.912,12.1,,5767,4.287,TRUE,exoplanets.org
KOI 2588.01,0,0,0.005,0.13,0.011494,777,654,3.202,5.7796,2.5213,12.7,,4102,4.687,TRUE,exoplanets.org
KOI 2590.02,0,0,0.005,0.12,0.009594,1121,943,3.196,22.7909,9.565,10.4,,6311,4.116,TRUE,exoplanets.org
KOI 2592.01,0,0,0.004,0.26,0.02571,452,380,2.988,175.6034,9.543,13.6,,6225,4.461,TRUE,exoplanets.org
KOI 2593.02,0,0,0.009,0.06,0.000805,1316,1106,2.734,9.5539,5.261,10.5,,6175,4.299,TRUE,exoplanets.org
KOI 2597.03,0,0,0.002,0.13,0.010307,1515,1274,3.208,5.6136,2.905,13.4,,6398,4.411,TRUE,exoplanets.org
KOI 2598.01,0,0,0.002,0.12,0.008914,799,672,3.183,29.2254,5.293,12.8,,6049,4.461,TRUE,exoplanets.org
KOI 2603.01,0,0,0.004,0.16,0.013319,732,616,3.122,73.711,10.062,11.4,,6374,4.193,TRUE,exoplanets.org
KOI 2604.01,0,0.013,0.038,1.45,1,725,610,3.072,14.4335,2.663,13.1,,4915,4.627,TRUE,exoplanets.org
KOI 2607.01,0.003,0.001,0.003,0.18,0.015736,2771,2330,3.058,0.7545,0.5891,13,,5561,4.25,TRUE,exoplanets.org
KOI 2610.01,0,0.001,0.005,0.24,0.023633,1385,1164,2.991,24.1073,10.465,11.3,,6585,3.813,TRUE,exoplanets.org
KOI 2610.02,0,0,0.006,0.36,0.055278,822,691,3.027,115.2307,17.735,11.3,,6585,3.813,TRUE,exoplanets.org
KOI 2612.01,0,0,0.015,0.05,0.000298,1342,1128,2.553,4.6123,2.695,10.2,,5495,4.442,TRUE,exoplanets.org
KOI 2612.02,0,0,0.013,0.05,0.00034,1137,956,2.577,7.573,2.645,10.2,,5495,4.442,TRUE,exoplanets.org
KOI 2613.01,0,0,0.002,0.22,0.019221,542,455,3.013,51.5739,2.784,14,,5380,4.581,TRUE,exoplanets.org
KOI 2620.01,0,0,0.004,0.2,0.017672,839,706,3.029,16.0573,3.546,14.1,,5644,4.575,TRUE,exoplanets.org
KOI 2623.02,0,0,0.005,0.06,0.000805,1715,1442,2.734,4.0266,3.771,12.1,,6187,4.341,TRUE,exoplanets.org
Kepler-1652 b,0,0,0.005,0.12,0.007927,318,268,3.144,38.0972,3.24,12.6,252,3638,4.878,TRUE,exoplanets.org
BD -06 1339 c,,,,,0.168248,,,,125.94,,6.3,20,4324,4.74,FALSE,exoplanets.org
KOI 2631.01,0,0,0.004,0.14,0.012075,660,555,3.172,44.9978,9.686,12,,5871,4.493,TRUE,exoplanets.org
KOI 2636.01,0,0,0.012,0.05,0.000492,1504,1264,2.644,3.8815,2.679,10.7,,5854,4.469,TRUE,exoplanets.org
KOI 2636.02,0,0,0.019,0.06,0.000617,1365,1148,2.685,5.1777,8.275,10.7,,5854,4.469,TRUE,exoplanets.org
KOI 2637.01,0,0,0.002,0.1,0.005153,1604,1349,3.084,3.9886,3.516,13.5,,5692,4.288,TRUE,exoplanets.org
KOI 2638.01,0,0,0.002,0.13,0.011494,1564,1315,3.202,2.524,1.1968,13.6,,5420,4.487,TRUE,exoplanets.org
KOI 2639.01,0,0,0.003,0.2,0.01716,898,755,3.035,25.1123,7.922,14,,6133,4.367,TRUE,exoplanets.org
KOI 2639.02,0.004,0.002,0.004,0.51,0.115548,2045,1719,3.037,2.121,0.3673,14,,6133,4.367,TRUE,exoplanets.org
KOI 2640.01,,,,,,,,,33.1809,15.24,11,,,,TRUE,exoplanets.org
KOI 2641.01,0,0,0.005,0.07,0.001691,1651,1388,2.873,3.5556,3.24,12.3,,5839,4.337,TRUE,exoplanets.org
KOI 2656.01,0,0,0.002,0.12,0.008478,1408,1184,3.174,6.7737,3.579,13.7,,6392,4.425,TRUE,exoplanets.org
KOI 2657.01,0,0,0.011,0.05,0.000464,1223,1028,2.633,5.224,2.608,11.2,,5487,4.512,TRUE,exoplanets.org
KOI 2658.01,0,0,0.005,0.19,0.015826,1084,912,3.057,11.6602,5.882,12.9,,5791,4.381,TRUE,exoplanets.org
KOI 266.02,0,0,0.004,0.16,0.013103,748,629,3.13,47.744,2.99,10.4,,5949,4.272,TRUE,exoplanets.org
KOI 2663.01,0,0,0.008,0.06,0.000805,999,840,2.734,9.8874,4.23,11.9,,5693,4.57,TRUE,exoplanets.org
KOI 2666.01,0,0,0.009,0.31,0.038369,534,449,2.997,64.0344,9.174,13.6,,5691,4.561,TRUE,exoplanets.org
Kepler-396 c,,,,0.42,0.076272,544,457,,88.505,6.8214,10.3,225.19,5590,4.32,TRUE,exoplanets.org
Kepler-396 b,,,,0.3,0.034681,692,582,,42.99,4.726,10.3,225.19,5590,4.32,TRUE,exoplanets.org
KOI 2674.01,0,0,0.009,0.85,0.412935,509,428,3.152,197.5111,11.106,11.8,,5616,4.004,TRUE,exoplanets.org
KOI 2675.02,0.002,0.001,0.01,0.09,0.003147,2159,1815,2.991,1.1161,1.3235,10.9,,5721,4.517,TRUE,exoplanets.org
KOI 2677.01,0,0,0.005,0.88,0.490867,461,388,3.192,237.7872,10.509,12.1,,5185,3.936,TRUE,exoplanets.org
KOI 2678.02,0,0,0.016,0.04,0.000243,1580,1328,2.516,2.2166,1,10.1,,5397,4.543,TRUE,exoplanets.org
KOI 2679.01,0,0.01,0.048,2.64,1,847,712,2.55,110.7556,6.819,12.1,,6525,3.772,TRUE,exoplanets.org
KOI 268.01,0,0,0.021,0.27,0.028377,615,517,2.986,110.3784,12.211,9.6,,6342,4.242,TRUE,exoplanets.org
KOI 2683.01,0,0,0.01,0.4,0.069418,418,351,3.03,126.4451,16.7151,13.8,,5613,4.581,TRUE,exoplanets.org
KOI 2686.01,0,0,0.013,0.31,0.037348,279,235,2.995,211.0328,7.119,11.6,,4658,4.632,TRUE,exoplanets.org
KOI 2687.01,0.002,0.001,0.036,0.07,0.001082,1890,1590,2.789,1.7168,2.068,8.7,,5808,4.522,TRUE,exoplanets.org
KOI 2687.02,0,0.001,0.023,0.09,0.003497,1125,946,3.011,8.1673,3.337,8.7,,5808,4.522,TRUE,exoplanets.org
