Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Planet_radius,Planet_mass,Temperature_day_K,Temperature_equilibrium_K,log10_gravity,Period,Transit_Duration,K_magnitude_brightness,Distance,Effective_temperature_star,log10_gravity_star,Transit_Flag,Catalog_Name
KOI 1075.01,,,,1.66,1,,2898,,1.3438,1.9405,11.5,,6324,3.8,FALSE,exoplanets.org
Kepler-98 b,,,,0.18,0.01117,2074,1744,2.944,1.5417,,11.3,,5539,4.341,TRUE,exoplanets.org
Kepler-990 b,0,0.001,0.006,0.23,0.020897,1168,983,2.983,9.9172,3.2597,12.9,933,5948,4.39,TRUE,exoplanets.org
Kepler-990 c,0.005,0.001,0.004,0.14,0.012426,3086,2595,3.221,0.5384,1.4801,12.9,933,5948,4.39,TRUE,exoplanets.org
KOI 1151.05,0,0,0.006,0.07,0.001423,772,649,2.84,21.7203,4.252,11.7,,5528,4.499,TRUE,exoplanets.org
Kepler-991 b,0,0,0.008,0.23,0.020198,348,292,2.987,82.5343,4.8336,12.6,370,4392,4.67,TRUE,exoplanets.org
Kepler-992 b,0,0,0.007,0.14,0.012082,664,558,3.154,20.1603,3.8215,11.3,268,4944,4.6,TRUE,exoplanets.org
Kepler-993 b,0,0,0.01,0.27,0.026355,453,381,2.969,22.0856,2.1619,12.7,298,3843,4.72,TRUE,exoplanets.org
KOI 1082.02,0,0,0.002,0.13,0.010551,1219,1025,3.212,4.0967,2.19,13.8,,4999,4.49,TRUE,exoplanets.org
Kepler-994 b,0.001,0.002,0.013,0.14,0.011938,1244,1046,3.16,1.1512,1.1881,11.5,170,3934,4.72,TRUE,exoplanets.org
Kepler-995 b,0,0,0.008,0.24,0.022236,646,543,2.977,28.2673,4.5693,13,659,5206,4.57,TRUE,exoplanets.org
Kepler-996 b,0.001,0.001,0.004,0.18,0.014644,1665,1400,3.064,3.7706,2.0254,13.2,1098,6014,4.36,TRUE,exoplanets.org
KOI 1015.03,0,0,0.002,0.28,0.030736,1242,1045,2.987,16.9973,2.585,13.1,,5897,3.98,TRUE,exoplanets.org
Kepler-997 b,0.002,0.001,0.006,0.12,0.008429,2183,1836,3.154,2.7073,3.4623,10.6,470,6150,4.14,TRUE,exoplanets.org
Kepler-998 b,0,0.001,0.004,0.21,0.017687,1484,1248,3.01,5.6538,1.9612,12.9,996,6058,4.34,TRUE,exoplanets.org
Kepler-99 b,,,,0.13,0.01935,1047,881,3.44,4.6036,,10.8,,4782,4.605,TRUE,exoplanets.org
KOI 1029.01,0,0.001,0.005,0.43,0.081027,909,764,3.032,32.3123,6.569,13.2,,5821,4.108,TRUE,exoplanets.org
Kepler-9 b,,,,0.84,0.248945,,,2.94,19.2432,3.8225,12.3,,,,TRUE,exoplanets.org
Kepler-9 c,,,,0.82,0.168671,,,2.79,38.9086,4.109,12.3,,,,TRUE,exoplanets.org
Kepler-9 d,,,,0.15,0.012177,,,3.149,1.5929,1.97,12.3,,,,TRUE,exoplanets.org
KOI 103.01,0,0.001,0.016,0.23,0.021894,902,759,2.997,14.911,3.325,11,,5650,4.5,TRUE,exoplanets.org
KIC 11442793 b,0,0,0.003,0.12,0.007523,1382,1162,3.134,7.0082,3.924,12.5,780,6080,4.4,TRUE,exoplanets.org
KIC 11442793 c,0,0,0.003,0.11,0.005361,1285,1081,3.073,8.7194,4.234,12.5,780,6080,4.4,TRUE,exoplanets.org
KIC 11442793 d,0,0,0.006,0.26,0.024711,688,579,2.971,56.7367,7.7245,12.5,780,6080,4.4,TRUE,exoplanets.org
KOI 100.01,0.044,0.026,0.02,1.51,1,2052,1725,3.038,9.9664,5.0127,11.4,,6638,3.664,TRUE,exoplanets.org
KIC 11442793 e,0,0,0.005,0.24,0.021628,586,493,2.98,91.9391,9.0832,12.5,780,6080,4.4,TRUE,exoplanets.org
KIC 11442793 f,0,0,0.006,0.26,0.025426,529,445,2.97,124.9144,9.8176,12.5,780,6080,4.4,TRUE,exoplanets.org
KIC 11442793 g,0,0,0.013,0.72,0.217563,445,374,3.014,210.607,11.699,12.5,780,6080,4.4,TRUE,exoplanets.org
KOI 1082.04,0,0,0.002,0.13,0.011306,916,771,3.224,9.655,2.752,13.8,,4999,4.49,TRUE,exoplanets.org
KIC 11442793 h,0,0,0.008,1.01,0.937417,382,321,3.358,331.6006,14.5141,12.5,780,6080,4.4,TRUE,exoplanets.org
KOI-13 b,0.935,0.246,0.023,1.41,6.515,3097,2604,3.912,1.7636,3.2029,9.4,,7650,4.2,TRUE,exoplanets.org
KOI-4427 b,0,0,0.005,0.16,0.013548,234,196,3.096,147.6606,5.99,12.5,240,3813,4.751,TRUE,exoplanets.org
KOI 1032.01,0,0,0.012,1.64,1,267,225,2.966,1500.1407,25.727,11.6,,5009,3.755,TRUE,exoplanets.org
KOI 1831.03,0,0,0.003,0.1,0.004412,613,515,3.055,34.2058,5.1691,12.3,,5191,4.53,TRUE,exoplanets.org
KOI 1831.04,0,0,0.004,0.18,0.014873,826,694,3.077,13.9795,1.2325,12.3,,5191,4.53,TRUE,exoplanets.org
KOI 1833.02,0,0.001,0.015,0.23,0.02135,758,638,3,7.6843,1.4346,11.8,,4402,4.682,TRUE,exoplanets.org
KOI 1839.02,0,0,0.005,0.44,0.084161,695,585,3.033,80.4104,3.487,11.4,,5476,3.904,TRUE,exoplanets.org
KOI 1840.02,0.009,0.036,0.051,1.87,1,1251,1052,2.853,9.3888,4.154,13.4,,5846,4.278,TRUE,exoplanets.org
KOI 1842.01,0,0.001,0.007,0.27,0.029531,909,764,2.987,16.8418,2.6194,12.6,,5602,4.404,TRUE,exoplanets.org
KOI 1843.02,0,0,0.01,0.08,0.001838,654,550,2.889,6.3559,1.55,11.1,,3706,4.747,TRUE,exoplanets.org
KOI 1845.02,0.007,0.009,0.004,0.95,1,1518,1277,3.435,5.0582,1.132,12.2,,4883,3.972,TRUE,exoplanets.org
KOI 1855.01,,,,0.31,0.037855,,328,,58.4303,7.18,12.2,,4338,4.643,FALSE,exoplanets.org
KOI 1856.01,0,0,0.005,0.39,0.064419,770,647,3.029,46.2991,5.2481,12.3,,5396,4.035,TRUE,exoplanets.org
KOI 1857.01,0,0,0.007,0.22,0.020438,508,427,3.004,88.644,7.82,12.2,,5661,4.471,TRUE,exoplanets.org
KOI 1858.02,0,0,0.006,0.18,0.015647,533,448,3.06,86.0491,29.28,13,,5733,4.432,TRUE,exoplanets.org
KOI 1860.01,0,0.001,0.01,0.24,0.023183,1281,1078,2.993,6.3194,3.3422,12.5,,5670,4.397,TRUE,exoplanets.org
KOI 1860.02,0,0.001,0.008,0.23,0.021756,1029,865,2.998,12.2095,4.1808,12.5,,5670,4.397,TRUE,exoplanets.org
KOI 1860.03,0.001,0.001,0.004,0.14,0.012207,1629,1370,3.166,3.0764,2.6326,12.5,,5670,4.397,TRUE,exoplanets.org
KOI 1861.01,0,0.001,0.007,0.32,0.040768,1071,900,3.001,17.5044,4.2585,12.5,,5815,4.16,TRUE,exoplanets.org
KOI 1863.01,0,0,0.008,0.24,0.023183,795,668,2.993,33.7888,5.496,12.3,,6202,4.436,TRUE,exoplanets.org
KOI 1864.01,0.001,0.001,0.008,0.14,0.011749,1502,1263,3.188,3.2151,4.365,11.8,,5541,4.472,TRUE,exoplanets.org
KOI 1871.01,0,0,0.009,0.25,0.024726,359,302,2.989,92.7297,6.83,12.5,,4580,4.641,TRUE,exoplanets.org
KOI 1871.02,0,0,0.008,0.2,0.017568,510,429,3.03,32.3762,4.4639,12.5,,4580,4.641,TRUE,exoplanets.org
KOI 1872.01,0,0.002,0.006,1,1,657,553,3.39,30.5231,2.7286,14,,5518,4.585,TRUE,exoplanets.org
Kepler-328 c,,,,0.44,0.084513,615,518,,71.312,8.813,14.2,2354.6,6190,4.44,TRUE,exoplanets.org
Kepler-328 b,,,,0.21,0.018989,781,657,,34.921,7.343,14.2,2354.6,6190,4.44,TRUE,exoplanets.org
KOI 1878.01,0,0,0.007,0.31,0.037601,810,681,2.995,40.8096,3.158,11.7,,6183,4.301,TRUE,exoplanets.org
CoRoT-27 b,0.019,0.024,0.001,1.01,10.39,1612,1355,4.405,3.5753,2.77,13,1010.28,5900,4.4,TRUE,nexsci
KOI 1884.02,0,0,0.003,0.15,0.013031,1205,1013,3.132,4.775,1.7087,13.5,,5275,4.505,TRUE,exoplanets.org
Kepler-999 b,0.001,0.001,0.007,0.22,0.019544,1731,1456,2.992,5.9919,1.9526,10.9,568,6237,4.11,TRUE,exoplanets.org
KOI 1889.02,0,0,0.005,0.19,0.016667,1045,879,3.042,9.1819,4.343,13.7,,5741,4.555,TRUE,exoplanets.org
KOI 1892.01,0,0,0.006,0.32,0.040222,542,456,3,62.5614,5.907,13.8,,5662,4.56,TRUE,exoplanets.org
KOI 1897.01,0,0,0.006,0.28,0.031359,678,570,2.988,59.7711,4.843,12.5,,6214,4.382,TRUE,exoplanets.org
KOI 1899.02,0,0,0.003,0.1,0.004136,1268,1066,3.043,10.5226,3.864,12.5,,6327,4.327,TRUE,exoplanets.org
KOI 1901.01,0,0,0.005,0.32,0.040768,678,570,3.001,85.6542,6.866,12,,5818,4.065,TRUE,exoplanets.org
KOI 1906.01,0,0.001,0.006,0.32,0.042164,988,831,3.003,8.7104,0.9425,13,,5416,4.575,TRUE,exoplanets.org
KOI 191.02,0.001,0.001,0.007,0.2,0.017465,1595,1341,3.031,2.4184,2.0744,13.3,,5422,4.484,TRUE,exoplanets.org
KOI 191.03,0.002,0.001,0.004,0.11,0.005971,2399,2017,3.111,0.7086,1.5041,13.3,,5422,4.484,TRUE,exoplanets.org
KOI 1910.02,0,0,0.002,0.1,0.005153,763,641,3.084,18.3848,3.545,12.8,,5083,4.468,TRUE,exoplanets.org
KOI 1917.01,0,0,0.005,0.26,0.027455,785,660,2.986,35.0119,2.868,12.3,,5872,4.332,TRUE,exoplanets.org
KOI 1920.02,0,0,0.005,0.07,0.001082,940,790,2.789,10.1385,4.026,12.9,,5483,4.589,TRUE,exoplanets.org
KOI 1922.02,,,,,,,,,15.0952,3.41,13.7,,,,TRUE,exoplanets.org
KOI 1924.01,,,,0.12,0.008914,,2285,,2.1191,4.141,6.5,,5799,3.813,FALSE,exoplanets.org
Kepler-409 b,,,,0.11,0.005766,522,439,3.086,68.9584,3.128,7.8,68.31,5460,4.499,TRUE,exoplanets.org
KOI 1928.01,0,0,0.007,0.23,0.021484,605,509,2.999,63.038,7.3702,12.2,,5798,4.411,TRUE,exoplanets.org
KOI 1930.04,0,0.001,0.005,0.14,0.011879,1486,1249,3.182,9.3415,6.18,10.8,,5951,4.017,TRUE,exoplanets.org
KOI 1934.01,0,0,0.006,0.19,0.0161,576,484,3.052,28.7827,3.451,12.3,,4774,4.58,TRUE,exoplanets.org
KOI 1936.01,,,,0.11,0.007251,,3769,,1.3397,1.895,10.1,,8867,3.988,FALSE,exoplanets.org
KOI 1940.02,,,,,,,,,6.7368,2.36,12.8,,,,TRUE,exoplanets.org
KOI 1942.01,0,0.001,0.007,0.24,0.022599,879,739,2.994,10.8497,3.474,13.4,,5251,4.592,TRUE,exoplanets.org
KOI 1942.02,0,0,0.003,0.15,0.012544,1447,1217,3.152,2.4337,0.975,13.4,,5251,4.592,TRUE,exoplanets.org
KOI 1943.01,0,0,0.004,0.28,0.029728,1017,855,2.987,29.9221,2.7716,12,,6127,4.055,TRUE,exoplanets.org
KOI 1944.01,0,0.001,0.006,0.23,0.021484,1065,896,2.999,12.1842,2.5014,12.5,,5771,4.374,TRUE,exoplanets.org
KOI 1945.02,0,0,0.001,0.11,0.006321,850,715,3.121,17.1181,1.29,12.8,,5576,4.515,TRUE,exoplanets.org
KOI 1946.01,0,0.001,0.008,0.25,0.023939,1139,958,2.991,8.2948,2.7437,12.8,,5773,4.478,TRUE,exoplanets.org
KOI 1947.01,0,0.001,0.005,0.15,0.012544,1344,1130,3.152,6.4229,1.0815,10.9,,6102,4.447,TRUE,exoplanets.org
CoRoT-2 b,0.417,0.314,0.058,1.47,3.47,1840,1547,3.602,1.743,2.267,10.3,213.28,5625,4.53,TRUE,nexsci
KOI 1957.01,1.016,0.226,0.22,2.62,1,3291,2767,2.559,1.3868,1.7065,11.4,,6823,4.04,TRUE,exoplanets.org
Kepler-66 b,0,0,0.005,0.25,0.024423,913,768,2.971,17.8158,3.8837,13.6,1107,5962,4.484,TRUE,exoplanets.org
KOI 1962.01,0,0.001,0.011,0.21,0.018097,898,755,3.024,32.8586,3.1483,9.5,,5899,4.135,TRUE,exoplanets.org
KOI 1963.01,0,0.001,0.007,0.23,0.020953,1018,856,3.002,12.8962,2.625,12.6,,6072,4.51,TRUE,exoplanets.org
KOI 1964.01,0.001,0.001,0.033,0.05,0.000521,1655,1392,2.654,2.2293,1.9946,8.9,,5587,4.525,TRUE,exoplanets.org
KOI 1968.01,0,0.001,0.005,0.28,0.030942,1225,1030,2.987,10.0874,2.9884,13.7,,6310,4.417,TRUE,exoplanets.org
KOI 1969.01,0,0.001,0.007,0.29,0.03331,950,799,2.989,16.3436,5.474,13.3,,5730,4.394,TRUE,exoplanets.org
KOI 1972.01,0,0.001,0.005,0.26,0.025879,1079,907,2.988,17.7911,2.662,12.4,,5855,4.148,TRUE,exoplanets.org
KOI 1974.01,0,0,0.004,0.27,0.028756,441,371,2.986,109.4451,3.792,13.2,,5403,4.5,TRUE,exoplanets.org
KOI 1982.01,0,0.001,0.004,0.22,0.019696,1304,1096,3.009,4.8875,2.034,14,,5568,4.499,TRUE,exoplanets.org
KOI 1984.01,0,0,0.007,0.24,0.022599,926,779,2.994,22.064,4.1,12.3,,6232,4.432,TRUE,exoplanets.org
KOI 1985.01,0,0.001,0.01,0.2,0.017362,1004,844,3.032,5.7562,1.071,11.6,,4931,4.605,TRUE,exoplanets.org
KOI 1986.02,0,0,0.003,0.11,0.006145,1019,857,3.116,7.1277,2.491,12.8,,5159,4.548,TRUE,exoplanets.org
KOI 1995.01,,,,2.61,1,,793,,14.3872,1.9078,13.5,,5830,4.479,FALSE,exoplanets.org
KOI 1996.02,0,0,0.005,0.07,0.001691,841,707,2.873,7.0739,2.319,13.4,,4777,4.689,TRUE,exoplanets.org
KOI 2001.01,0,0.001,0.005,0.22,0.019818,1415,1189,3.009,8.2775,2.713,11.1,,5129,3.884,TRUE,exoplanets.org
KOI 2004.03,0,0,0.006,0.06,0.000891,2089,1756,2.753,1.7211,1.922,11.8,,5700,4.327,TRUE,exoplanets.org
KOI 2009.01,0,0,0.006,0.2,0.017261,518,435,3.034,86.7491,9.179,12.3,,5579,4.419,TRUE,exoplanets.org
KOI 2012.02,0,0,0.004,0.21,0.01799,392,330,3.025,180.9217,8.99,13.3,,5818,4.554,TRUE,exoplanets.org
KOI 2014.01,,,,2.17,1,,1377,,2.4661,1.9559,13.8,,5708,4.529,FALSE,exoplanets.org
KOI 2018.02,0,0,0.003,0.1,0.004999,917,771,3.078,16.0988,5.686,12.8,,5657,4.401,TRUE,exoplanets.org
KOI 2023.01,0,0,0.005,0.21,0.019105,941,791,3.014,13.5905,3.784,13.2,,5442,4.409,TRUE,exoplanets.org
KOI 2025.01,0,0.001,0.007,0.29,0.033988,1154,970,2.99,17.8485,5.8919,12.4,,6188,4.152,TRUE,exoplanets.org
KOI 2025.02,0,0,0.006,0.25,0.024566,1016,855,2.989,26.1363,6.613,12.4,,6188,4.152,TRUE,exoplanets.org
KOI 2029.03,0,0,0.009,0.06,0.000983,1024,861,2.771,6.8873,2.214,11.1,,5208,4.563,TRUE,exoplanets.org
KOI 2029.04,0,0,0.011,0.06,0.000617,1156,972,2.685,4.7885,2.099,11.1,,5208,4.563,TRUE,exoplanets.org
KOI 2037.01,0,0,0.005,0.38,0.062896,487,410,3.029,73.7579,2.69,13,,5029,4.429,TRUE,exoplanets.org
KOI 2037.02,0,0,0.004,0.19,0.016667,1159,974,3.042,5.4772,1.3849,13,,5029,4.429,TRUE,exoplanets.org
KOI 2037.03,0,0,0.004,0.2,0.017568,998,840,3.03,8.5627,1.53,13,,5029,4.429,TRUE,exoplanets.org
KOI 2039.01,0,0,0.003,0.13,0.012093,1265,1063,3.235,5.4259,2.5342,12.7,,5594,4.489,TRUE,exoplanets.org
KOI 2040.01,0,0,0.005,0.28,0.029728,866,728,2.987,19.5856,1.755,12.7,,5618,4.401,TRUE,exoplanets.org
KOI 2042.01,0.001,0.003,0.003,1.59,1,1400,1177,2.993,63.0732,5.397,11.8,,6234,3.209,TRUE,exoplanets.org
KOI 2043.01,0,0,0.005,0.32,0.040494,651,547,3,78.5461,8.689,12.6,,5808,4.172,TRUE,exoplanets.org
KOI 2050.02,0,0,0.007,0.07,0.001082,1344,1130,2.789,3.178,0.542,10.3,,5061,4.488,TRUE,exoplanets.org
KOI 2052.01,0.001,0.001,0.005,0.38,0.063807,1662,1398,3.029,4.2246,1.403,13.9,,6343,4.408,TRUE,exoplanets.org
KOI 2055.03,0.001,0,0.002,0.13,0.012093,1779,1496,3.235,2.5048,2.376,12.9,,5509,4.308,TRUE,exoplanets.org
KOI 2055.04,0,0,0.003,0.11,0.007059,1191,1002,3.141,6.1307,2.84,12.9,,5741,4.556,TRUE,exoplanets.org
KOI 2056.01,0,0,0.004,0.18,0.015736,701,590,3.058,39.3136,5.0137,13,,6060,4.509,TRUE,exoplanets.org
KOI 2059.02,0,0,0.019,0.04,0.000181,1413,1188,2.463,2.1857,1.966,10.7,,4997,4.598,TRUE,exoplanets.org
KOI 2060.01,0,0.001,0.006,0.19,0.016286,1243,1046,3.048,2.8001,1.0237,13,,4786,4.579,TRUE,exoplanets.org
KOI 2061.02,0.001,0,0.004,0.09,0.003619,1822,1532,3.018,1.09,1.5,13.6,,5081,4.596,TRUE,exoplanets.org
KOI 2064.01,0,0.001,0.005,0.19,0.016667,1426,1199,3.042,6.3122,4.9377,13.5,,6322,4.426,TRUE,exoplanets.org
KOI 2065.01,0,0,0.006,0.29,0.032865,494,415,2.989,80.2321,4.656,12.7,,5436,4.505,TRUE,exoplanets.org
KOI 2066.01,0,0,0.004,0.3,0.034915,428,360,2.991,147.9739,6.854,13.4,,5578,4.44,TRUE,exoplanets.org
KOI 2068.01,0,0.012,0.113,2.87,1,670,563,2.479,41.8897,1.35,13.2,,5952,4.519,TRUE,exoplanets.org
KOI 2076.01,0,0,0.004,0.29,0.03221,638,537,2.988,56.777,6.864,13.9,,6063,4.476,TRUE,exoplanets.org
KOI 2081.01,0.005,0.003,0.007,0.38,0.062593,1958,1646,3.029,6.2141,10.141,11.3,,5295,3.617,TRUE,exoplanets.org
KOI 2082.01,0,0,0.003,0.23,0.021484,886,745,2.999,31.5889,3.438,12.7,,5866,4.175,TRUE,exoplanets.org
KOI 2083.01,0,0.001,0.006,0.23,0.020694,1328,1116,3.003,7.7209,1.8264,12,,5887,4.29,TRUE,exoplanets.org
KOI 2084.01,0.001,0.001,0.007,0.27,0.028377,1361,1144,2.986,4.1958,2.1557,13.1,,5229,4.378,TRUE,exoplanets.org
KOI 2091.01,0,0,0.004,0.19,0.016192,927,780,3.05,8.78,3.2201,13.9,,5191,4.597,TRUE,exoplanets.org
KOI 2093.01,0.024,0.004,0.002,1.85,1,3418,2874,2.859,6.7834,3.5437,14,,5096,2.435,TRUE,exoplanets.org
KOI 2093.02,0.017,0.002,0,1.1,1,4764,4006,3.315,2.5081,2.504,14,,5096,2.435,TRUE,exoplanets.org
KOI 2093.03,0.026,0.002,0,0.89,0.866779,8177,6876,3.431,0.4961,1.5568,14,,5096,2.435,TRUE,exoplanets.org
KOI 2094.01,0,0,0.006,0.31,0.037601,645,542,2.995,42.427,5.907,13.1,,5330,4.366,TRUE,exoplanets.org
KOI 2096.01,0,0,0.005,0.17,0.014626,913,768,3.083,9.7629,3.064,13,,5052,4.503,TRUE,exoplanets.org
KOI 2103.02,0,0,0.004,0.07,0.001553,1518,1277,2.857,3.6652,3.308,13.1,,5579,4.389,TRUE,exoplanets.org
KOI 2106.01,0,0,0.003,0.17,0.01407,1057,889,3.098,9.7537,2.348,13.5,,5806,4.528,TRUE,exoplanets.org
KOI 211.01,0,0,0.003,0.99,0.970306,537,452,3.387,124.0359,4.8472,13.6,,5822,4.244,TRUE,exoplanets.org
KOI 2113.01,0,0,0.005,0.23,0.021894,801,674,2.997,15.9425,3.4894,13.9,,5376,4.576,TRUE,exoplanets.org
KOI 2113.02,0,0,0.004,0.21,0.018425,873,734,3.02,12.3309,3.0664,13.9,,5376,4.576,TRUE,exoplanets.org
Kepler-67 b,0,0,0.006,0.27,0.026773,787,662,2.968,15.7259,3.5803,14.2,1107,5331,4.594,TRUE,exoplanets.org
KOI 2117.01,0,0,0.004,0.16,0.013839,676,569,3.105,13.3602,2.788,13,,4500,4.638,TRUE,exoplanets.org
KOI 212.01,0.003,0.007,0.016,0.59,0.183004,1356,1140,3.115,5.6959,3.5661,13.3,,6106,4.497,TRUE,exoplanets.org
KOI 2120.01,0,0,0.005,0.16,0.013174,1003,843,3.127,8.7743,2.2245,11.7,,5146,4.445,TRUE,exoplanets.org
HD 42618 b,,,,,,440,370,,149.61,,5.3,23.5,5727,4.44,FALSE,exoplanets.org
KOI 2123.01,0,0,0.004,0.2,0.016862,778,654,3.039,29.4558,3.451,12.8,,6036,4.491,TRUE,exoplanets.org
KOI 2124.01,0,0,0.005,0.13,0.011306,404,340,3.224,42.3376,4.924,11.6,,4132,4.682,TRUE,exoplanets.org
KOI 2125.01,0,0,0.005,0.27,0.027636,889,748,2.986,23.3594,5.389,13.8,,6244,4.46,TRUE,exoplanets.org
KOI 2130.01,0,0,0.004,0.15,0.01282,530,446,3.14,16.8559,2.309,12.8,,3967,4.674,TRUE,exoplanets.org
KOI 2132.01,0,0,0.005,0.27,0.028756,574,483,2.986,69.8957,5.276,12.7,,5390,4.303,TRUE,exoplanets.org
KOI 2133.01,0.107,0.03,0.011,1.33,1,2473,2080,3.145,6.2467,11.261,10.1,1344.63,4604,2.936,TRUE,exoplanets.org
KOI 2135.02,0,0,0.003,0.12,0.009828,1032,868,3.2,20.189,6.251,12.2,,6178,4.269,TRUE,exoplanets.org
CoRoT-5 b,0.052,0.052,0.082,1.39,0.467,1716,1443,2.779,4.0379,2.9331,12.5,882.47,6100,4.19,TRUE,nexsci
KOI 2150.01,0.002,0.05,0.195,2.62,1,887,746,2.559,18.5085,6.596,13.6,,5942,4.506,TRUE,exoplanets.org
KOI 2150.02,0,0.096,2.151,6.48,1,661,556,1.772,44.7056,6.262,13.6,,5942,4.506,TRUE,exoplanets.org
KOI 2154.01,0,0,0.005,0.22,0.019457,1001,842,3.011,11.9298,6.152,14.2,,5831,4.517,TRUE,exoplanets.org
KOI 2158.01,0.002,0.001,0.004,0.25,0.024887,1993,1676,2.989,4.562,2.8521,11.3,,5343,3.764,TRUE,exoplanets.org
KOI 2158.02,0.001,0,0.003,0.19,0.015916,1755,1476,3.055,6.6823,3.251,11.3,,5343,3.764,TRUE,exoplanets.org
KOI 2159.01,0,0,0.004,0.12,0.008265,1254,1054,3.169,7.5967,3.667,12,,5716,4.343,TRUE,exoplanets.org
KOI 2160.02,,,,,,,,,15.4088,3.49,13.2,,,,TRUE,exoplanets.org
KOI 2162.02,0,0,0.002,0.13,0.011306,397,334,3.224,199.6688,8.996,12.5,,5678,4.409,TRUE,exoplanets.org
KOI 2163.03,0,0,0.001,0.14,0.012075,813,684,3.172,28.2251,2.354,13.1,,6014,4.436,TRUE,exoplanets.org
KOI 2167.02,0,0,0.002,0.12,0.009828,1362,1145,3.2,6.9579,4.537,13.8,,6240,4.406,TRUE,exoplanets.org
KOI 2169.02,0,0,0.013,0.06,0.000805,1394,1173,2.734,3.2666,2.056,10.7,,5450,4.563,TRUE,exoplanets.org
KOI 2169.03,0,0,0.012,0.06,0.000652,1275,1072,2.695,4.2723,2.113,10.7,,5450,4.563,TRUE,exoplanets.org
KOI 2169.04,0,0,0.018,0.03,0.000101,1593,1340,2.361,2.1925,1.845,10.7,,5450,4.563,TRUE,exoplanets.org
KOI 217.01,0.011,0.027,0.019,1.14,1,1359,1143,3.28,3.9051,2.8213,13.5,,5543,4.54,TRUE,exoplanets.org
KOI 2172.01,0,0.001,0.008,0.3,0.036848,1077,906,2.994,10.4409,3.743,13.4,,5738,4.426,TRUE,exoplanets.org
KOI 2172.02,0,0,0.004,0.26,0.026392,482,405,2.987,116.5832,5.8,13.4,,5738,4.426,TRUE,exoplanets.org
KOI 2174.01,0,0.001,0.012,0.22,0.019576,792,666,3.01,6.6933,2.311,12.4,,4245,4.641,TRUE,exoplanets.org
KOI 2174.02,0,0,0.007,0.18,0.015558,465,391,3.062,33.1363,4.163,12.4,,4245,4.641,TRUE,exoplanets.org
KOI 2174.03,0,0,0.005,0.15,0.01289,755,635,3.138,7.7251,2.042,12.4,,4245,4.641,TRUE,exoplanets.org
KOI 2174.04,0,0,0.005,0.09,0.002719,1033,868,2.963,3.0161,1.57,12.4,,4245,4.641,TRUE,exoplanets.org
KOI 2181.01,0,0.001,0.004,0.29,0.032427,1188,999,2.989,12.2885,2.807,12.4,,5109,3.96,TRUE,exoplanets.org
KOI 2184.02,0,0,0.003,0.19,0.016667,374,315,3.042,95.9064,4.08,13.3,,4620,4.564,TRUE,exoplanets.org
KOI 2186.01,0,0.001,0.008,0.34,0.047579,806,678,3.013,14.9797,4.126,13.4,,5062,4.481,TRUE,exoplanets.org
KOI 2188.02,0,0,0.003,0.08,0.001838,1278,1075,2.889,6.7446,3.813,13.7,,6106,4.496,TRUE,exoplanets.org
KOI 2189.01,0,0,0.007,0.4,0.067835,596,501,3.03,33.3586,2.286,13,,5009,4.515,TRUE,exoplanets.org
KOI 2191.01,0,0,0.006,0.1,0.005153,623,524,3.084,8.8478,2.0572,11.8,,3867,4.718,TRUE,exoplanets.org
KOI 2193.02,0,0,0.002,0.12,0.008265,992,834,3.169,4.1629,0.678,13.2,,4478,4.615,TRUE,exoplanets.org
KOI 2194.03,0,0,0.002,0.12,0.009364,308,259,3.191,445.2169,16.37,12.3,,5670,4.387,TRUE,exoplanets.org
KOI 2199.01,0,0,0.003,0.17,0.01479,948,797,3.079,9.0333,2.857,14,,5311,4.588,TRUE,exoplanets.org
KOI 2199.02,0,0,0.002,0.11,0.005635,1362,1145,3.1,3.0529,2.155,14,,5311,4.588,TRUE,exoplanets.org
CoRoT-9 b,0,0.002,0.023,1.07,0.84,498,419,3.263,95.2727,8.268,11.7,412.98,5625,4.54,TRUE,nexsci
KOI 2204.01,0,0,0.003,0.19,0.015916,1440,1211,3.055,10.8606,2.2874,12.6,,6455,4.125,TRUE,exoplanets.org
KOI 2206.01,0.001,0.001,0.003,0.15,0.012408,1895,1594,3.157,1.8343,1.7499,13.5,,5751,4.458,TRUE,exoplanets.org
KOI 2209.02,0,0,0.002,0.19,0.016764,941,791,3.041,35.5029,8.149,12.6,,5528,3.892,TRUE,exoplanets.org
KOI 221.02,0,0,0.002,0.11,0.007447,1301,1094,3.151,5.8966,3.154,12.8,,5392,4.314,TRUE,exoplanets.org
KOI 2216.01,0,0,0.003,0.2,0.017059,782,658,3.037,23.3404,2.054,13.5,,5530,4.425,TRUE,exoplanets.org
KOI 2217.01,0,0,0.006,0.26,0.027095,598,503,2.987,37.8034,4.641,13.3,,5329,4.572,TRUE,exoplanets.org
KOI 2219.01,0,0,0.004,0.11,0.0065,1140,959,3.126,3.7573,0.9269,12.2,,4901,4.618,TRUE,exoplanets.org
KOI 2220.04,0,0,0.001,0.14,0.012141,1437,1209,3.169,7.6646,3.614,13.1,,5640,4.087,TRUE,exoplanets.org
KOI 2220.05,0,0,0.003,0.09,0.003744,1036,871,3.024,11.9295,3.193,13.1,,5975,4.48,TRUE,exoplanets.org
